annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor
0.005091,1e-09,0.96056,0.0,1.0,0.999982,10.9644,0.0048904,0.0,0.000200799,7578.137,0.32,1.0
0.005091,7.7e-09,0.960562,0.0,1.0,0.999975,7.9434,0.00489041,0.0,0.000200789,7578.137,0.32,1.0
0.005091,6e-08,0.960577,0.0,1.0,0.999959,4.90483,0.00489048,0.0,0.000200712,7578.137,0.32,1.0
0.005091,4.6e-07,0.960693,0.00267532,0.997325,0.999894,1.89267,0.00489107,5.36823e-07,0.000200121,7578.137,0.32,1.0
0.005091,3.6e-06,0.960931,0.00870808,0.991292,0.999752,0.800692,0.00489229,1.74734e-06,0.00019891,7578.137,0.32,1.0
0.005091,2.8e-05,0.961869,0.0325283,0.967472,0.999471,0.366726,0.00489707,6.52704e-06,0.00019413,7578.137,0.32,1.0
0.005091,0.00022,0.965669,0.128946,0.871054,0.998729,0.137544,0.00491641,2.5874e-05,0.000174783,7578.137,0.32,1.0
0.005091,0.0017,0.979004,0.467281,0.532719,0.994496,0.0194194,0.0049843,9.37633e-05,0.000106894,7578.137,0.32,1.0
0.005091,0.013,0.991719,0.789884,0.210116,0.963304,0.00114894,0.00504903,0.000158496,4.21613e-05,7578.137,0.32,1.0
0.005091,0.1,0.997802,0.944239,0.0557607,0.833423,6.71689e-05,0.00508001,0.000189469,1.11888e-05,7578.137,0.32,1.0
0.000138,1e-09,0.207347,0.0,1.0,1.0,838.622,2.86189e-05,0.0,0.000109405,6578.137,0.3,1.0
0.000138,7.7e-09,0.213616,0.0,1.0,1.0,575.006,2.94842e-05,0.0,0.00010854,6578.137,0.3,1.0
0.000138,6e-08,0.262556,0.0,1.0,1.0,309.83,3.62392e-05,0.0,0.000101785,6578.137,0.3,1.0
0.000138,4.6e-07,0.632561,0.499752,0.500248,0.999999,48.2318,8.73088e-05,5.06652e-05,5.07156e-05,6578.137,0.3,1.0
0.000138,3.6e-06,0.85293,0.799772,0.200228,0.999975,0.798084,0.000117725,8.10815e-05,2.02993e-05,6578.137,0.3,1.0
0.000138,2.8e-05,0.903481,0.868595,0.131405,0.9999,0.133375,0.000124702,8.80589e-05,1.33219e-05,6578.137,0.3,1.0
0.000138,0.00022,0.954265,0.937734,0.0622656,0.998338,0.00379727,0.000131712,9.50683e-05,6.31253e-06,6578.137,0.3,1.0
0.000138,0.0017,0.96585,0.953506,0.0464936,0.99094,0.000520259,0.000133311,9.66672e-05,4.71356e-06,6578.137,0.3,1.0
0.000138,0.013,0.981726,0.97512,0.0248795,0.97938,0.000122326,0.000135502,9.88585e-05,2.5223e-06,6578.137,0.3,1.0
0.000138,0.1,1.0,1.0,0.0,0.0,0.0,0.000138024,0.000101381,0.0,6578.137,0.3,1.0
0.0004822,1e-09,0.526939,0.0,1.0,1.0,1379.35,0.000254081,0.0,0.000228103,6678.137,0.3,1.0
0.0004822,7.7e-09,0.529878,0.0,1.0,1.0,947.5,0.000255499,0.0,0.000226685,6678.137,0.3,1.0
0.0004822,6e-08,0.552826,0.00378253,0.996217,1.0,513.099,0.000266564,8.18686e-07,0.00021562,6678.137,0.3,1.0
0.0004822,4.6e-07,0.725859,0.389268,0.610732,0.999998,85.0352,0.000349998,8.42528e-05,0.000132186,6678.137,0.3,1.0
0.0004822,3.6e-06,0.8438,0.652018,0.347982,0.999979,3.59398,0.000406867,0.000141122,7.53169e-05,6678.137,0.3,1.0
0.0004822,2.8e-05,0.911384,0.802581,0.197419,0.999922,0.550105,0.000439455,0.00017371,4.27291e-05,6678.137,0.3,1.0
0.0004822,0.00022,0.958565,0.90769,0.0923096,0.998956,0.0191287,0.000462205,0.00019646,1.99794e-05,6678.137,0.3,1.0
0.0004822,0.0017,0.98101,0.957694,0.0423064,0.995249,0.00192753,0.000473027,0.000207282,9.15676e-06,6678.137,0.3,1.0
0.0004822,0.013,0.997581,0.994612,0.00538823,0.981804,6.40917e-05,0.000481018,0.000215273,1.16622e-06,6678.137,0.3,1.0
0.0004822,0.1,1.0,1.0,0.0,0.0,0.0,0.000482184,0.000216439,0.0,6678.137,0.3,1.0
0.0008527,1e-09,0.535361,0.0,1.0,0.999999,584.798,0.000456521,0.0,0.000396213,6778.137,0.3,1.0
0.0008527,7.7e-09,0.53605,0.0,1.0,0.999999,405.755,0.000457109,0.0,0.000395626,6778.137,0.3,1.0
0.0008527,6e-08,0.541431,0.000684579,0.999315,0.999998,225.646,0.000461697,2.6788e-07,0.000391038,6778.137,0.3,1.0
0.0008527,4.6e-07,0.582186,0.0894984,0.910502,0.999993,47.7877,0.00049645,3.50212e-05,0.000356285,6778.137,0.3,1.0
0.0008527,3.6e-06,0.621251,0.174629,0.825371,0.999952,6.68117,0.000529762,6.83335e-05,0.000322972,6778.137,0.3,1.0
0.0008527,2.8e-05,0.680579,0.303916,0.696084,0.99982,1.5149,0.000580353,0.000118924,0.000272382,6778.137,0.3,1.0
0.0008527,0.00022,0.783245,0.527647,0.472353,0.998887,0.166051,0.0006679,0.000206471,0.000184834,6778.137,0.3,1.0
0.0008527,0.0017,0.877587,0.733238,0.266762,0.994894,0.0204418,0.000748349,0.00028692,0.000104386,6778.137,0.3,1.0
0.0008527,0.013,0.972193,0.939403,0.060597,0.971546,0.000833331,0.000829023,0.000367594,2.3712e-05,6778.137,0.3,1.0
0.0008527,0.1,0.996578,0.992542,0.00745799,0.842279,1.85032e-05,0.000849816,0.000388388,2.91835e-06,6778.137,0.3,1.0
0.002415,1e-09,0.67431,0.0,1.0,0.999997,290.936,0.00162879,0.0,0.000786701,6878.137,0.3,1.0
0.002415,7.7e-09,0.674428,0.0,1.0,0.999996,204.061,0.00162907,0.0,0.000786416,6878.137,0.3,1.0
0.002415,6e-08,0.675349,0.0,1.0,0.999993,116.686,0.0016313,0.0,0.000784191,6878.137,0.3,1.0
0.002415,4.6e-07,0.682327,0.021242,0.978758,0.999975,30.4075,0.00164815,1.66535e-05,0.000767335,6878.137,0.3,1.0
0.002415,3.6e-06,0.690858,0.0475246,0.952475,0.999908,8.08791,0.00166876,3.72588e-05,0.00074673,6878.137,0.3,1.0
0.002415,2.8e-05,0.716069,0.125202,0.874798,0.999694,2.24355,0.00172966,9.81569e-05,0.000685832,6878.137,0.3,1.0
0.002415,0.00022,0.765178,0.276506,0.723494,0.998694,0.434446,0.00184828,0.000216778,0.000567211,6878.137,0.3,1.0
0.002415,0.0017,0.855824,0.555791,0.444209,0.993727,0.0555142,0.00206723,0.000435734,0.000348255,6878.137,0.3,1.0
0.002415,0.013,0.9466,0.835475,0.164525,0.970656,0.00439565,0.0022865,0.000655003,0.000128986,6878.137,0.3,1.0
0.002415,0.1,0.990141,0.969623,0.0303771,0.845949,0.000154594,0.00239167,0.000760174,2.38153e-05,6878.137,0.3,1.0
0.004625,1e-09,0.698238,0.0,1.0,0.999992,181.722,0.00322922,0.0,0.0013956,6978.137,0.3,1.0
0.004625,7.7e-09,0.698275,0.0,1.0,0.999989,128.762,0.0032294,0.0,0.00139542,6978.137,0.3,1.0
